Calibration measurement with NumetriQ PSM 3750 - 0.1.100000.1.39 
Metronix GmbH, Kocherstr. 3, 38120 Braunschweig
                                               
Magnetometer: MFS07e#632    Date: 20/11/23    Time: 09:16:12
                                        
                                        
FREQUENCY    MAGNITUDE    PHASE         
Hz           V/(nT*Hz)    deg           
Chopper On
+4.0000E-01  +1.9947E-02  +8.9198E+01   
+5.5579E-01  +1.9887E-02  +8.8975E+01   
+7.7227E-01  +1.9953E-02  +8.8592E+01   
+1.0731E+00  +1.9923E-02  +8.8080E+01   
+1.4910E+00  +1.9846E-02  +8.7379E+01   
+2.0718E+00  +1.9846E-02  +8.6394E+01   
+2.8787E+00  +1.9819E-02  +8.5015E+01   
+4.0000E+00  +1.9768E-02  +8.3107E+01   
+5.5580E+00  +1.9605E-02  +8.0492E+01   
+7.7228E+00  +1.9373E-02  +7.6863E+01   
+1.0731E+01  +1.8923E-02  +7.2098E+01   
+1.4910E+01  +1.8136E-02  +6.5851E+01   
+2.0718E+01  +1.6884E-02  +5.8051E+01   
+2.8787E+01  +1.5032E-02  +4.9120E+01   
+4.0000E+01  +1.2727E-02  +3.9659E+01   
+5.5580E+01  +1.0156E-02  +2.9841E+01   
+7.7228E+01  +7.8686E-03  +2.3240E+01   
+1.0731E+02  +5.9038E-03  +1.6831E+01   
+1.4910E+02  +4.3496E-03  +1.1922E+01   
+2.0718E+02  +3.1570E-03  +8.2053E+00   
+2.8787E+02  +2.2871E-03  +5.3164E+00   
+4.0000E+02  +1.6484E-03  +2.9958E+00   
+5.5580E+02  +1.1889E-03  +9.7632E-01   
+7.7228E+02  +8.5536E-04  -8.9962E-01   
+1.0731E+03  +6.1515E-04  -2.8248E+00   
+1.4910E+03  +4.4218E-04  -5.0576E+00   
+2.0718E+03  +3.1614E-04  -7.9770E+00   
+2.8787E+03  +2.2784E-04  -1.1446E+01   
+4.0000E+03  +1.6310E-04  -1.6276E+01   
+5.5580E+03  +1.1678E-04  -2.3105E+01   
+7.7228E+03  +8.1012E-05  -3.3008E+01   
+1.0731E+04  +5.4448E-05  -4.5271E+01   
+1.4910E+04  +3.4665E-05  -6.0596E+01   
+2.0718E+04  +2.0220E-05  -7.5749E+01   
+2.8787E+04  +1.2274E-05  -9.0768E+01   
+4.0000E+04  +7.7022E-06  -1.1590E+02   
+5.5580E+04  +4.1577E-06  -1.5273E+02   
+7.7228E+04  +1.7918E-06  -1.8576E+02   
+1.0000E+05  +1.1292E-06  -2.0368E+02   
                                        
                                        
FREQUENCY    MAGNITUDE    PHASE         
Hz           V/(nT*Hz)    deg           
Chopper Off
+4.0000E-01  +1.0724E-02  +1.4782E+02   
+5.5579E-01  +1.3312E-02  +1.3890E+02   
+7.7227E-01  +1.5735E-02  +1.2932E+02   
+1.0731E+00  +1.7662E-02  +1.1997E+02   
+1.4910E+00  +1.9004E-02  +1.1155E+02   
+2.0718E+00  +1.9832E-02  +1.0429E+02   
+2.8787E+00  +2.0294E-02  +9.8042E+01   
+4.0000E+00  +2.0491E-02  +9.2436E+01   
+5.5580E+00  +2.0491E-02  +8.7015E+01   
+7.7228E+00  +2.0293E-02  +8.1347E+01   
+1.0731E+01  +1.9828E-02  +7.4865E+01   
+1.4910E+01  +1.8967E-02  +6.7330E+01   
+2.0718E+01  +1.7544E-02  +5.8518E+01   
+2.8787E+01  +1.5514E-02  +4.8879E+01   
+4.0000E+01  +1.3007E-02  +3.9092E+01   
+5.5580E+01  +1.0248E-02  +2.9379E+01   
+7.7228E+01  +7.9387E-03  +2.2628E+01   
+1.0731E+02  +5.9222E-03  +1.6332E+01   
+1.4910E+02  +4.3541E-03  +1.1561E+01   
+2.0718E+02  +3.1639E-03  +7.9484E+00   
+2.8787E+02  +2.2873E-03  +5.1920E+00   
+4.0000E+02  +1.6513E-03  +2.9518E+00   
+5.5580E+02  +1.1902E-03  +9.7520E-01   
+7.7228E+02  +8.5654E-04  -8.6796E-01   
+1.0731E+03  +6.1622E-04  -2.7936E+00   
+1.4910E+03  +4.4325E-04  -5.0085E+00   
+2.0718E+03  +3.1837E-04  -7.7821E+00   
+2.8787E+03  +2.2842E-04  -1.1389E+01   
+4.0000E+03  +1.6350E-04  -1.6202E+01   
+5.5580E+03  +1.1691E-04  -2.2985E+01   
+7.7228E+03  +8.1292E-05  -3.2712E+01   
+1.0731E+04  +5.4763E-05  -4.4989E+01   
+1.4910E+04  +3.4942E-05  -6.0343E+01   
+2.0718E+04  +2.0416E-05  -7.5624E+01   
+2.8787E+04  +1.2392E-05  -9.0717E+01   
+4.0000E+04  +7.7842E-06  -1.1595E+02   
+5.5580E+04  +4.1962E-06  -1.5291E+02   
+7.7228E+04  +1.8043E-06  -1.8605E+02   
+1.0000E+05  +1.1359E-06  -2.0399E+02   

